domain,ip,port,service,severity,description,recommendation,banner,,,,,
store.afrique.kaspersky.com,45.60.20.94,9200,Elasticsearch,High,Elasticsearch может быть уязвим для несанкционированного доступа,"Ограничить доступ, настроить аутентификацию",,,,,,
test.nordnetkts.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
survival-kaspersky-com.sm.kaspersky.com,95.181.182.182,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
survival-kaspersky-com.sm.kaspersky.com,95.181.182.182,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,,,,,,
test1.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
test1.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
testbed.httpsvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
testbed.httpsvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
testbed.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
testbed.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
supportftp.kaspersky.com,172.85.45.22,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
testbedkaspersky.comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
testbedkaspersky.comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
testing1-virusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
testing1-virusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
store.me-en.kaspersky.com,45.60.20.94,21,FTP,Medium,FTP может позволить анонимный доступ или брутфорс,"Ограничить доступ, использовать SFTP",,,,,,
store.me-en.kaspersky.com,45.60.20.94,25,SMTP,Medium,SMTP может быть использован для спама,Настроить аутентификацию и фильтрацию,,,,,,
store.me-en.kaspersky.com,45.60.20.94,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
store.me-en.kaspersky.com,45.60.20.94,110,POP3,Medium,POP3 может передавать данные в открытом виде,Использовать POP3S,,,,,,
store.me-en.kaspersky.com,45.60.20.94,143,IMAP,Medium,IMAP может передавать данные в открытом виде,Использовать IMAPS,,,,,,
store.me-en.kaspersky.com,45.60.20.94,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
store.me-en.kaspersky.com,45.60.20.94,1433,MSSQL,High,MSSQL может быть уязвим для SQL-инъекций,"Ограничить доступ, обновить ПО",,,,,,
store.me-en.kaspersky.com,45.60.20.94,1521,Oracle,High,Oracle может быть уязвим для атак,"Ограничить доступ, обновить ПО",,,,,,
store.me-en.kaspersky.com,45.60.20.94,3306,MySQL,High,MySQL может быть уязвим для SQL-инъекций,"Ограничить доступ, обновить ПО",,,,,,
store.me-en.kaspersky.com,45.60.20.94,3389,RDP,High,RDP может быть подвержен брутфорсу,"Ограничить доступ, использовать NLA",,,,,,
store.me-en.kaspersky.com,45.60.20.94,5900,VNC,High,VNC может быть уязвим для атак,"Ограничить доступ, использовать пароль",,,,,,
store.me-en.kaspersky.com,45.60.20.94,8080,HTTP-ALT,Medium,Альтернативный HTTP-порт,Проверить настройки,,,,,,
store.me-en.kaspersky.com,45.60.20.94,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
store.me-en.kaspersky.com,45.60.20.94,9200,Elasticsearch,High,Elasticsearch может быть уязвим для несанкционированного доступа,"Ограничить доступ, настроить аутентификацию",,,,,,
svpnfg.kaspersky.com,91.103.66.209,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
store.me.kaspersky.com,45.60.20.94,21,FTP,Medium,FTP может позволить анонимный доступ или брутфорс,"Ограничить доступ, использовать SFTP",,,,,,
store.me.kaspersky.com,45.60.20.94,25,SMTP,Medium,SMTP может быть использован для спама,Настроить аутентификацию и фильтрацию,,,,,,
store.me.kaspersky.com,45.60.20.94,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
store.me.kaspersky.com,45.60.20.94,110,POP3,Medium,POP3 может передавать данные в открытом виде,Использовать POP3S,,,,,,
store.me.kaspersky.com,45.60.20.94,143,IMAP,Medium,IMAP может передавать данные в открытом виде,Использовать IMAPS,,,,,,
store.me.kaspersky.com,45.60.20.94,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
store.me.kaspersky.com,45.60.20.94,1433,MSSQL,High,MSSQL может быть уязвим для SQL-инъекций,"Ограничить доступ, обновить ПО",,,,,,
store.me.kaspersky.com,45.60.20.94,1521,Oracle,High,Oracle может быть уязвим для атак,"Ограничить доступ, обновить ПО",,,,,,
store.me.kaspersky.com,45.60.20.94,3306,MySQL,High,MySQL может быть уязвим для SQL-инъекций,"Ограничить доступ, обновить ПО",,,,,,
store.me.kaspersky.com,45.60.20.94,3389,RDP,High,RDP может быть подвержен брутфорсу,"Ограничить доступ, использовать NLA",,,,,,
store.me.kaspersky.com,45.60.20.94,5900,VNC,High,VNC может быть уязвим для атак,"Ограничить доступ, использовать пароль",,,,,,
store.me.kaspersky.com,45.60.20.94,8080,HTTP-ALT,Medium,Альтернативный HTTP-порт,Проверить настройки,,,,,,
store.me.kaspersky.com,45.60.20.94,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
store.me.kaspersky.com,45.60.20.94,9200,Elasticsearch,High,Elasticsearch может быть уязвим для несанкционированного доступа,"Ограничить доступ, настроить аутентификацию",,,,,,
testsync.nordnetkts.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
testsync.nordnetkts.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
threata.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
threata.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
testing1.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
testing1.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
sync.manage-tablet.kaspersky.com,212.5.110.14,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
syncnordnet.ktsbeta.kaspersky.com,212.5.110.77,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
